pkl,metric,metric_label,metric_p_value_ht_better,metric_observed_mean_delta,metric_n_segments,book_slug,source_lang,source_lang_label,human_variant,human_p_value_ht_better,human_observed_mean_delta,human_n_judgments,spa,hard_pairwise_agreement
hooked_a_novel_of_obsession_ja_en,litransproqa,LitTransProQA,0.9999000099990001,-0.0869271060672196,29,hooked_a_novel_of_obsession,ja,Japanese,participant_similar_quality_as_tie,1.0,-0.5689655172413793,58,0.9999000099990001,True
inner_space_pl_en,litransproqa,LitTransProQA,1.0,-0.10516066212268747,26,inner_space,pl,Polish,participant_similar_quality_as_tie,0.0021997800219978004,0.28846153846153844,52,0.0021997800219978325,False
kokun_the_girl_from_the_west_ja_en,litransproqa,LitTransProQA,1.0,-0.0270305907172996,24,kokun_the_girl_from_the_west,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.8541666666666666,48,9.999000099991662e-05,False
make_me_famous_fr_en,litransproqa,LitTransProQA,0.9997000299970003,-0.08077824660103143,27,make_me_famous,fr,French,participant_similar_quality_as_tie,0.000999900009999,0.37037037037037035,54,0.001299870012998805,False
mona_s_eyes_fr_en,litransproqa,LitTransProQA,0.9933006699330067,-0.027302487996508088,29,mona_s_eyes,fr,French,participant_similar_quality_as_tie,0.6959304069593041,-0.034482758620689655,58,0.7026297370262974,True
my_grandfather_the_master_detective_ja_en,litransproqa,LitTransProQA,1.0,-0.024798619102416597,22,my_grandfather_the_master_detective,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.7272727272727273,44,9.999000099991662e-05,False
my_name_is_stramer_pl_en,litransproqa,LitTransProQA,0.9000099990001,-0.023296007789678684,26,my_name_is_stramer,pl,Polish,participant_similar_quality_as_tie,0.04179582041795821,0.17307692307692307,52,0.14178582141785823,False
needle_s_eye_pl_en,litransproqa,LitTransProQA,1.0,-0.0628354430379747,25,needle_s_eye,pl,Polish,participant_similar_quality_as_tie,9.999000099990002e-05,0.74,50,9.999000099991662e-05,False
sisters_in_yellow_ja_en,litransproqa,LitTransProQA,1.0,-0.058227848101265835,26,sisters_in_yellow,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.5769230769230769,52,9.999000099991662e-05,False
symphony_of_monsters_fr_en,litransproqa,LitTransProQA,1.0,-0.08347127555988318,26,symphony_of_monsters,fr,French,participant_similar_quality_as_tie,9.999000099990002e-05,0.8846153846153846,52,9.999000099991662e-05,False
the_ark_ja_en,litransproqa,LitTransProQA,1.0,-0.11565767749036876,23,the_ark,ja,Japanese,participant_similar_quality_as_tie,0.14578542145785423,0.15217391304347827,46,0.14578542145785423,False
the_empusium_a_health_resort_horror_story_pl_en,litransproqa,LitTransProQA,1.0,-0.015461121157323692,28,the_empusium_a_health_resort_horror_story,pl,Polish,participant_similar_quality_as_tie,9.999000099990002e-05,0.44642857142857145,56,9.999000099991662e-05,False
the_story_of_marceau_miller_fr_en,litransproqa,LitTransProQA,1.0,-0.4439082278481013,24,the_story_of_marceau_miller,fr,French,participant_similar_quality_as_tie,0.0225977402259774,0.25,48,0.02259774022597738,False
the_witcher_crossroads_of_ravens_pl_en,litransproqa,LitTransProQA,0.30196980301969806,0.030489818381948273,23,the_witcher_crossroads_of_ravens,pl,Polish,participant_similar_quality_as_tie,0.5986401359864013,0.0,46,0.7033296670332967,False
watching_over_her_fr_en,litransproqa,LitTransProQA,0.9831016898310169,-0.03596292947558772,28,watching_over_her,fr,French,participant_similar_quality_as_tie,0.0051994800519948,0.30357142857142855,56,0.02209779022097791,False
hooked_a_novel_of_obsession_ja_en,litransproqa,LitTransProQA,0.9999000099990001,-0.0869271060672196,29,hooked_a_novel_of_obsession,ja,Japanese,participant_strict,1.0,-0.7586206896551724,58,0.9999000099990001,True
inner_space_pl_en,litransproqa,LitTransProQA,1.0,-0.10516066212268747,26,inner_space,pl,Polish,participant_strict,0.0367963203679632,0.2692307692307692,52,0.03679632036796321,False
kokun_the_girl_from_the_west_ja_en,litransproqa,LitTransProQA,1.0,-0.0270305907172996,24,kokun_the_girl_from_the_west,ja,Japanese,participant_strict,9.999000099990002e-05,0.9166666666666666,48,9.999000099991662e-05,False
make_me_famous_fr_en,litransproqa,LitTransProQA,0.9997000299970003,-0.08077824660103143,27,make_me_famous,fr,French,participant_strict,0.0035996400359964,0.37037037037037035,54,0.003899610038996193,False
mona_s_eyes_fr_en,litransproqa,LitTransProQA,0.9933006699330067,-0.027302487996508088,29,mona_s_eyes,fr,French,participant_strict,0.8794120587941205,-0.13793103448275862,58,0.8861113888611138,True
my_grandfather_the_master_detective_ja_en,litransproqa,LitTransProQA,1.0,-0.024798619102416597,22,my_grandfather_the_master_detective,ja,Japanese,participant_strict,9.999000099990002e-05,0.8636363636363636,44,9.999000099991662e-05,False
my_name_is_stramer_pl_en,litransproqa,LitTransProQA,0.9000099990001,-0.023296007789678684,26,my_name_is_stramer,pl,Polish,participant_strict,0.033396660333966606,0.2692307692307692,52,0.13338666133386656,False
needle_s_eye_pl_en,litransproqa,LitTransProQA,1.0,-0.0628354430379747,25,needle_s_eye,pl,Polish,participant_strict,9.999000099990002e-05,0.88,50,9.999000099991662e-05,False
sisters_in_yellow_ja_en,litransproqa,LitTransProQA,1.0,-0.058227848101265835,26,sisters_in_yellow,ja,Japanese,participant_strict,9.999000099990002e-05,0.7692307692307693,52,9.999000099991662e-05,False
symphony_of_monsters_fr_en,litransproqa,LitTransProQA,1.0,-0.08347127555988318,26,symphony_of_monsters,fr,French,participant_strict,9.999000099990002e-05,0.9230769230769231,52,9.999000099991662e-05,False
the_ark_ja_en,litransproqa,LitTransProQA,1.0,-0.11565767749036876,23,the_ark,ja,Japanese,participant_strict,0.5538446155384461,0.0,46,0.5538446155384461,True
the_empusium_a_health_resort_horror_story_pl_en,litransproqa,LitTransProQA,1.0,-0.015461121157323692,28,the_empusium_a_health_resort_horror_story,pl,Polish,participant_strict,0.00019998000199980003,0.5,56,0.00019998000199983323,False
the_story_of_marceau_miller_fr_en,litransproqa,LitTransProQA,1.0,-0.4439082278481013,24,the_story_of_marceau_miller,fr,French,participant_strict,0.007899210078992101,0.375,48,0.00789921007899208,False
the_witcher_crossroads_of_ravens_pl_en,litransproqa,LitTransProQA,0.30196980301969806,0.030489818381948273,23,the_witcher_crossroads_of_ravens,pl,Polish,participant_strict,0.773922607739226,-0.08695652173913043,46,0.528047195280472,False
watching_over_her_fr_en,litransproqa,LitTransProQA,0.9831016898310169,-0.03596292947558772,28,watching_over_her,fr,French,participant_strict,0.0057994200579942,0.35714285714285715,56,0.022697730226977297,False
hooked_a_novel_of_obsession_ja_en,metricx-qe,MetricX-QE,0.8885111488851115,-0.41844001309625034,29,hooked_a_novel_of_obsession,ja,Japanese,participant_similar_quality_as_tie,1.0,-0.5689655172413793,58,0.8885111488851115,True
inner_space_pl_en,metricx-qe,MetricX-QE,1.0,-1.0722176661858192,26,inner_space,pl,Polish,participant_similar_quality_as_tie,0.0021997800219978004,0.28846153846153844,52,0.0021997800219978325,False
kokun_the_girl_from_the_west_ja_en,metricx-qe,MetricX-QE,0.5934406559344065,-0.0680924654006958,24,kokun_the_girl_from_the_west,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.8541666666666666,48,0.4066593340665934,False
make_me_famous_fr_en,metricx-qe,MetricX-QE,0.5334466553344666,-0.01646468374464247,27,make_me_famous,fr,French,participant_similar_quality_as_tie,0.000999900009999,0.37037037037037035,54,0.4675532446755325,False
mona_s_eyes_fr_en,metricx-qe,MetricX-QE,0.7892210778922107,-0.1613183514825229,29,mona_s_eyes,fr,French,participant_similar_quality_as_tie,0.6959304069593041,-0.034482758620689655,58,0.9067093290670933,True
my_grandfather_the_master_detective_ja_en,metricx-qe,MetricX-QE,0.48695130486951305,0.006521387533708053,22,my_grandfather_the_master_detective,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.7272727272727273,44,0.5131486851314868,True
my_name_is_stramer_pl_en,metricx-qe,MetricX-QE,0.41905809419058093,0.03591647514930138,26,my_name_is_stramer,pl,Polish,participant_similar_quality_as_tie,0.04179582041795821,0.17307692307692307,52,0.6227377262273772,True
needle_s_eye_pl_en,metricx-qe,MetricX-QE,0.6884311568843116,-0.14646470546722412,24,needle_s_eye,pl,Polish,participant_similar_quality_as_tie,9.999000099990002e-05,0.74,50,0.31166883311668836,False
sisters_in_yellow_ja_en,metricx-qe,MetricX-QE,0.9938006199380062,-0.7182784814100999,26,sisters_in_yellow,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.5769230769230769,52,0.006299370062993748,False
symphony_of_monsters_fr_en,metricx-qe,MetricX-QE,0.9977002299770023,-0.46683780963604266,26,symphony_of_monsters,fr,French,participant_similar_quality_as_tie,9.999000099990002e-05,0.8846153846153846,52,0.0023997600239976657,False
the_ark_ja_en,metricx-qe,MetricX-QE,0.9995000499950005,-0.8674290905828062,23,the_ark,ja,Japanese,participant_similar_quality_as_tie,0.14578542145785423,0.15217391304347827,46,0.1462853714628537,False
the_empusium_a_health_resort_horror_story_pl_en,metricx-qe,MetricX-QE,0.9117088291170883,-0.19291118213108607,28,the_empusium_a_health_resort_horror_story,pl,Polish,participant_similar_quality_as_tie,9.999000099990002e-05,0.44642857142857145,56,0.08839116088391163,False
the_story_of_marceau_miller_fr_en,metricx-qe,MetricX-QE,0.9525047495250475,-0.48137104511260986,24,the_story_of_marceau_miller,fr,French,participant_similar_quality_as_tie,0.0225977402259774,0.25,48,0.07009299070092989,False
the_witcher_crossroads_of_ravens_pl_en,metricx-qe,MetricX-QE,0.6611338866113389,-0.07643475739852242,23,the_witcher_crossroads_of_ravens,pl,Polish,participant_similar_quality_as_tie,0.5986401359864013,0.0,46,0.9375062493750624,True
watching_over_her_fr_en,metricx-qe,MetricX-QE,0.5255474452554745,-0.012048142296927316,28,watching_over_her,fr,French,participant_similar_quality_as_tie,0.0051994800519948,0.30357142857142855,56,0.4796520347965203,False
hooked_a_novel_of_obsession_ja_en,metricx-qe,MetricX-QE,0.8885111488851115,-0.41844001309625034,29,hooked_a_novel_of_obsession,ja,Japanese,participant_strict,1.0,-0.7586206896551724,58,0.8885111488851115,True
inner_space_pl_en,metricx-qe,MetricX-QE,1.0,-1.0722176661858192,26,inner_space,pl,Polish,participant_strict,0.0367963203679632,0.2692307692307692,52,0.03679632036796321,False
kokun_the_girl_from_the_west_ja_en,metricx-qe,MetricX-QE,0.5934406559344065,-0.0680924654006958,24,kokun_the_girl_from_the_west,ja,Japanese,participant_strict,9.999000099990002e-05,0.9166666666666666,48,0.4066593340665934,False
make_me_famous_fr_en,metricx-qe,MetricX-QE,0.5334466553344666,-0.01646468374464247,27,make_me_famous,fr,French,participant_strict,0.0035996400359964,0.37037037037037035,54,0.4701529847015299,False
mona_s_eyes_fr_en,metricx-qe,MetricX-QE,0.7892210778922107,-0.1613183514825229,29,mona_s_eyes,fr,French,participant_strict,0.8794120587941205,-0.13793103448275862,58,0.9098090190980902,True
my_grandfather_the_master_detective_ja_en,metricx-qe,MetricX-QE,0.48695130486951305,0.006521387533708053,22,my_grandfather_the_master_detective,ja,Japanese,participant_strict,9.999000099990002e-05,0.8636363636363636,44,0.5131486851314868,True
my_name_is_stramer_pl_en,metricx-qe,MetricX-QE,0.41905809419058093,0.03591647514930138,26,my_name_is_stramer,pl,Polish,participant_strict,0.033396660333966606,0.2692307692307692,52,0.6143385661433857,True
needle_s_eye_pl_en,metricx-qe,MetricX-QE,0.6884311568843116,-0.14646470546722412,24,needle_s_eye,pl,Polish,participant_strict,9.999000099990002e-05,0.88,50,0.31166883311668836,False
sisters_in_yellow_ja_en,metricx-qe,MetricX-QE,0.9938006199380062,-0.7182784814100999,26,sisters_in_yellow,ja,Japanese,participant_strict,9.999000099990002e-05,0.7692307692307693,52,0.006299370062993748,False
symphony_of_monsters_fr_en,metricx-qe,MetricX-QE,0.9977002299770023,-0.46683780963604266,26,symphony_of_monsters,fr,French,participant_strict,9.999000099990002e-05,0.9230769230769231,52,0.0023997600239976657,False
the_ark_ja_en,metricx-qe,MetricX-QE,0.9995000499950005,-0.8674290905828062,23,the_ark,ja,Japanese,participant_strict,0.5538446155384461,0.0,46,0.5543445655434456,True
the_empusium_a_health_resort_horror_story_pl_en,metricx-qe,MetricX-QE,0.9117088291170883,-0.19291118213108607,28,the_empusium_a_health_resort_horror_story,pl,Polish,participant_strict,0.00019998000199980003,0.5,56,0.08849115088491155,False
the_story_of_marceau_miller_fr_en,metricx-qe,MetricX-QE,0.9525047495250475,-0.48137104511260986,24,the_story_of_marceau_miller,fr,French,participant_strict,0.007899210078992101,0.375,48,0.05539446055394459,False
the_witcher_crossroads_of_ravens_pl_en,metricx-qe,MetricX-QE,0.6611338866113389,-0.07643475739852242,23,the_witcher_crossroads_of_ravens,pl,Polish,participant_strict,0.773922607739226,-0.08695652173913043,46,0.8872112788721128,True
watching_over_her_fr_en,metricx-qe,MetricX-QE,0.5255474452554745,-0.012048142296927316,28,watching_over_her,fr,French,participant_strict,0.0057994200579942,0.35714285714285715,56,0.4802519748025197,False
hooked_a_novel_of_obsession_ja_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.049676600985221635,29,hooked_a_novel_of_obsession,ja,Japanese,participant_similar_quality_as_tie,1.0,-0.5689655172413793,58,1.0,True
inner_space_pl_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.019437041084519335,25,inner_space,pl,Polish,participant_similar_quality_as_tie,0.0021997800219978004,0.28846153846153844,52,0.0021997800219978325,False
kokun_the_girl_from_the_west_ja_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.07016061077159925,24,kokun_the_girl_from_the_west,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.8541666666666666,48,9.999000099991662e-05,False
make_me_famous_fr_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.03689669753086421,27,make_me_famous,fr,French,participant_similar_quality_as_tie,0.000999900009999,0.37037037037037035,54,0.0009999000099990552,False
mona_s_eyes_fr_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),0.9912008799120088,-0.014847284659784658,26,mona_s_eyes,fr,French,participant_similar_quality_as_tie,0.6959304069593041,-0.034482758620689655,58,0.7047295270472953,True
my_grandfather_the_master_detective_ja_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.06957997835097904,22,my_grandfather_the_master_detective,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.7272727272727273,44,9.999000099991662e-05,False
my_name_is_stramer_pl_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.038947497801343954,26,my_name_is_stramer,pl,Polish,participant_similar_quality_as_tie,0.04179582041795821,0.17307692307692307,52,0.04179582041795826,False
needle_s_eye_pl_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),0.9848015198480152,-0.016410555769987588,22,needle_s_eye,pl,Polish,participant_similar_quality_as_tie,9.999000099990002e-05,0.74,50,0.015298470152984689,False
sisters_in_yellow_ja_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.04886756949678624,26,sisters_in_yellow,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.5769230769230769,52,9.999000099991662e-05,False
symphony_of_monsters_fr_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.02315936050061049,26,symphony_of_monsters,fr,French,participant_similar_quality_as_tie,9.999000099990002e-05,0.8846153846153846,52,9.999000099991662e-05,False
the_ark_ja_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.06761050391282489,23,the_ark,ja,Japanese,participant_similar_quality_as_tie,0.14578542145785423,0.15217391304347827,46,0.14578542145785423,False
the_empusium_a_health_resort_horror_story_pl_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),0.9996000399960004,-0.023614805194805195,28,the_empusium_a_health_resort_horror_story,pl,Polish,participant_similar_quality_as_tie,9.999000099990002e-05,0.44642857142857145,56,0.0004999500049994721,False
the_story_of_marceau_miller_fr_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.07615989659330565,22,the_story_of_marceau_miller,fr,French,participant_similar_quality_as_tie,0.0225977402259774,0.25,48,0.02259774022597738,False
the_witcher_crossroads_of_ravens_pl_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),0.9698030196980302,-0.01005330371319503,23,the_witcher_crossroads_of_ravens,pl,Polish,participant_similar_quality_as_tie,0.5986401359864013,0.0,46,0.6288371162883711,True
watching_over_her_fr_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),0.9999000099990001,-0.020166479591836737,28,watching_over_her,fr,French,participant_similar_quality_as_tie,0.0051994800519948,0.30357142857142855,56,0.0052994700529946925,False
hooked_a_novel_of_obsession_ja_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.049676600985221635,29,hooked_a_novel_of_obsession,ja,Japanese,participant_strict,1.0,-0.7586206896551724,58,1.0,True
inner_space_pl_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.019437041084519335,25,inner_space,pl,Polish,participant_strict,0.0367963203679632,0.2692307692307692,52,0.03679632036796321,False
kokun_the_girl_from_the_west_ja_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.07016061077159925,24,kokun_the_girl_from_the_west,ja,Japanese,participant_strict,9.999000099990002e-05,0.9166666666666666,48,9.999000099991662e-05,False
make_me_famous_fr_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.03689669753086421,27,make_me_famous,fr,French,participant_strict,0.0035996400359964,0.37037037037037035,54,0.003599640035996443,False
mona_s_eyes_fr_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),0.9912008799120088,-0.014847284659784658,26,mona_s_eyes,fr,French,participant_strict,0.8794120587941205,-0.13793103448275862,58,0.8882111788821118,True
my_grandfather_the_master_detective_ja_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.06957997835097904,22,my_grandfather_the_master_detective,ja,Japanese,participant_strict,9.999000099990002e-05,0.8636363636363636,44,9.999000099991662e-05,False
my_name_is_stramer_pl_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.038947497801343954,26,my_name_is_stramer,pl,Polish,participant_strict,0.033396660333966606,0.2692307692307692,52,0.0333966603339666,False
needle_s_eye_pl_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),0.9848015198480152,-0.016410555769987588,22,needle_s_eye,pl,Polish,participant_strict,9.999000099990002e-05,0.88,50,0.015298470152984689,False
sisters_in_yellow_ja_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.04886756949678624,26,sisters_in_yellow,ja,Japanese,participant_strict,9.999000099990002e-05,0.7692307692307693,52,9.999000099991662e-05,False
symphony_of_monsters_fr_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.02315936050061049,26,symphony_of_monsters,fr,French,participant_strict,9.999000099990002e-05,0.9230769230769231,52,9.999000099991662e-05,False
the_ark_ja_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.06761050391282489,23,the_ark,ja,Japanese,participant_strict,0.5538446155384461,0.0,46,0.5538446155384461,True
the_empusium_a_health_resort_horror_story_pl_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),0.9996000399960004,-0.023614805194805195,28,the_empusium_a_health_resort_horror_story,pl,Polish,participant_strict,0.00019998000199980003,0.5,56,0.0005999400059993887,False
the_story_of_marceau_miller_fr_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),1.0,-0.07615989659330565,22,the_story_of_marceau_miller,fr,French,participant_strict,0.007899210078992101,0.375,48,0.00789921007899208,False
the_witcher_crossroads_of_ravens_pl_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),0.9698030196980302,-0.01005330371319503,23,the_witcher_crossroads_of_ravens,pl,Polish,participant_strict,0.773922607739226,-0.08695652173913043,46,0.8041195880411959,True
watching_over_her_fr_en,paragraph_mean_cometkiwi,COMETKiwi (paragraph mean),0.9999000099990001,-0.020166479591836737,28,watching_over_her,fr,French,participant_strict,0.0057994200579942,0.35714285714285715,56,0.005899410058994081,False
hooked_a_novel_of_obsession_ja_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.8024197580241976,-0.1933330422062396,29,hooked_a_novel_of_obsession,ja,Japanese,participant_similar_quality_as_tie,1.0,-0.5689655172413793,58,0.8024197580241976,True
inner_space_pl_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.9997000299970003,-0.5397956212863062,26,inner_space,pl,Polish,participant_similar_quality_as_tie,0.0021997800219978004,0.28846153846153844,52,0.0024997500249975824,False
kokun_the_girl_from_the_west_ja_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),1.0,-1.4029750594458907,24,kokun_the_girl_from_the_west,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.8541666666666666,48,9.999000099991662e-05,False
make_me_famous_fr_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.647035296470353,-0.05616582242059122,27,make_me_famous,fr,French,participant_similar_quality_as_tie,0.000999900009999,0.37037037037037035,54,0.3539646035396461,False
mona_s_eyes_fr_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.781921807819218,-0.16763549949763434,29,mona_s_eyes,fr,French,participant_similar_quality_as_tie,0.6959304069593041,-0.034482758620689655,58,0.914008599140086,True
my_grandfather_the_master_detective_ja_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),1.0,-1.301914987581654,22,my_grandfather_the_master_detective,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.7272727272727273,44,9.999000099991662e-05,False
my_name_is_stramer_pl_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.9998000199980002,-0.6569931011068362,26,my_name_is_stramer,pl,Polish,participant_similar_quality_as_tie,0.04179582041795821,0.17307692307692307,52,0.041995800419958096,False
needle_s_eye_pl_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.43355664433556645,0.025609360229464178,24,needle_s_eye,pl,Polish,participant_similar_quality_as_tie,9.999000099990002e-05,0.74,50,0.5665433456654334,True
sisters_in_yellow_ja_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),1.0,-0.7722354962230399,26,sisters_in_yellow,ja,Japanese,participant_similar_quality_as_tie,9.999000099990002e-05,0.5769230769230769,52,9.999000099991662e-05,False
symphony_of_monsters_fr_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.9856014398560144,-0.23174351350073405,26,symphony_of_monsters,fr,French,participant_similar_quality_as_tie,9.999000099990002e-05,0.8846153846153846,52,0.014498550144985467,False
the_ark_ja_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),1.0,-1.3827817720460351,23,the_ark,ja,Japanese,participant_similar_quality_as_tie,0.14578542145785423,0.15217391304347827,46,0.14578542145785423,False
the_empusium_a_health_resort_horror_story_pl_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.9314068593140686,-0.28795775238634186,28,the_empusium_a_health_resort_horror_story,pl,Polish,participant_similar_quality_as_tie,9.999000099990002e-05,0.44642857142857145,56,0.06869313068693128,False
the_story_of_marceau_miller_fr_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.9994000599940006,-0.900738710074493,24,the_story_of_marceau_miller,fr,French,participant_similar_quality_as_tie,0.0225977402259774,0.25,48,0.02319768023197677,False
the_witcher_crossroads_of_ravens_pl_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.6671332866713329,-0.06103261854157388,23,the_witcher_crossroads_of_ravens,pl,Polish,participant_similar_quality_as_tie,0.5986401359864013,0.0,46,0.9315068493150684,True
watching_over_her_fr_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.08089191080891911,0.23358513067166023,28,watching_over_her,fr,French,participant_similar_quality_as_tie,0.0051994800519948,0.30357142857142855,56,0.9243075692430757,True
hooked_a_novel_of_obsession_ja_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.8024197580241976,-0.1933330422062396,29,hooked_a_novel_of_obsession,ja,Japanese,participant_strict,1.0,-0.7586206896551724,58,0.8024197580241976,True
inner_space_pl_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.9997000299970003,-0.5397956212863062,26,inner_space,pl,Polish,participant_strict,0.0367963203679632,0.2692307692307692,52,0.03709629037096296,False
kokun_the_girl_from_the_west_ja_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),1.0,-1.4029750594458907,24,kokun_the_girl_from_the_west,ja,Japanese,participant_strict,9.999000099990002e-05,0.9166666666666666,48,9.999000099991662e-05,False
make_me_famous_fr_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.647035296470353,-0.05616582242059122,27,make_me_famous,fr,French,participant_strict,0.0035996400359964,0.37037037037037035,54,0.3565643435656435,False
mona_s_eyes_fr_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.781921807819218,-0.16763549949763434,29,mona_s_eyes,fr,French,participant_strict,0.8794120587941205,-0.13793103448275862,58,0.9025097490250975,True
my_grandfather_the_master_detective_ja_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),1.0,-1.301914987581654,22,my_grandfather_the_master_detective,ja,Japanese,participant_strict,9.999000099990002e-05,0.8636363636363636,44,9.999000099991662e-05,False
my_name_is_stramer_pl_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.9998000199980002,-0.6569931011068362,26,my_name_is_stramer,pl,Polish,participant_strict,0.033396660333966606,0.2692307692307692,52,0.03359664033596643,False
needle_s_eye_pl_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.43355664433556645,0.025609360229464178,24,needle_s_eye,pl,Polish,participant_strict,9.999000099990002e-05,0.88,50,0.5665433456654334,True
sisters_in_yellow_ja_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),1.0,-0.7722354962230399,26,sisters_in_yellow,ja,Japanese,participant_strict,9.999000099990002e-05,0.7692307692307693,52,9.999000099991662e-05,False
symphony_of_monsters_fr_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.9856014398560144,-0.23174351350073405,26,symphony_of_monsters,fr,French,participant_strict,9.999000099990002e-05,0.9230769230769231,52,0.014498550144985467,False
the_ark_ja_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),1.0,-1.3827817720460351,23,the_ark,ja,Japanese,participant_strict,0.5538446155384461,0.0,46,0.5538446155384461,True
the_empusium_a_health_resort_horror_story_pl_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.9314068593140686,-0.28795775238634186,28,the_empusium_a_health_resort_horror_story,pl,Polish,participant_strict,0.00019998000199980003,0.5,56,0.0687931206879312,False
the_story_of_marceau_miller_fr_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.9994000599940006,-0.900738710074493,24,the_story_of_marceau_miller,fr,French,participant_strict,0.007899210078992101,0.375,48,0.00849915008499147,False
the_witcher_crossroads_of_ravens_pl_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.6671332866713329,-0.06103261854157388,23,the_witcher_crossroads_of_ravens,pl,Polish,participant_strict,0.773922607739226,-0.08695652173913043,46,0.8932106789321068,True
watching_over_her_fr_en,paragraph_mean_metricx-qe,MetricX-QE (paragraph mean),0.08089191080891911,0.23358513067166023,28,watching_over_her,fr,French,participant_strict,0.0057994200579942,0.35714285714285715,56,0.924907509249075,True
